Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","024","Angola","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","52","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","50.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","16","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","15.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","14.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2016","2016","I$","7488.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","024","Angola","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","7216.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","024","Angola","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","6878.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","024","Angola","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20152017","2015-2017","%","8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20172019","2017-2019","%","7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.32","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","024","Angola","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.38","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","024","Angola","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.34","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","024","Angola","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2016","2016","1000 I$","24","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","20.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2018","2018","1000 I$","17.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2016","2016","Kcal/personne/jour","83","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","90","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2018","2018","Kcal/personne/jour","97","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2016","2016","Kcal/personne/jour","2113","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","Kcal/personne/jour","2115","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","024","Angola","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2118","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20152017","2015-2017","%","32","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20162018","2016-2018","%","32","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20172019","2017-2019","%","31","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","78.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","79","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","80.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","50","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","50.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","51.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2016","2016","I$","20267.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","20777.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","22085.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20152017","2015-2017","%","96","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","98","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20172019","2017-2019","%","122","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.88","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.75","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.84","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2016","2016","1000 I$","6.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","7.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2018","2018","1000 I$","4.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2016","2016","Kcal/personne/jour","2458","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","Kcal/personne/jour","2463","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2460","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20152017","2015-2017","%","133","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20162018","2016-2018","%","133","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","133","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20152017","2015-2017","%","49","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20162018","2016-2018","%","49","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20172019","2017-2019","%","49","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","90","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","88.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","88","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","36.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","34.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","33.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","km","0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2016","2016","I$","47210.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","45795.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","45840.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20152017","2015-2017","%","10","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20172019","2017-2019","%","7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.46","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.64","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.62","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2016","2016","1000 I$","8.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","7.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2018","2018","1000 I$","9.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2016","2016","Kcal/personne/jour","112","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","82","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2018","2018","Kcal/personne/jour","71","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2016","2016","Kcal/personne/jour","2407","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","Kcal/personne/jour","2414","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2419","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20152017","2015-2017","%","132","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20162018","2016-2018","%","132","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","134","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20152017","2015-2017","%","36","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20162018","2016-2018","%","36","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20172019","2017-2019","%","35","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","105","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","105.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","108.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","67","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","67.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","68","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2016","2016","km","0.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","km","0.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2016","2016","I$","23189.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","23597.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","22747.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20152017","2015-2017","%","3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20172019","2017-2019","%","5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.17","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.01","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2016","2016","1000 I$","67.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2017","2017","1000 I$","64.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6127","Valeur","21030","Variabilité de la production alimentaire par habitant ($I par personne constant 2014-16)","2018","2018","1000 I$","44.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2016","2016","Kcal/personne/jour","38","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2017","2017","Kcal/personne/jour","34","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2018","2018","Kcal/personne/jour","33","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2016","2016","Kcal/personne/jour","2419","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","Kcal/personne/jour","2421","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","032","Argentine","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2424","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20152017","2015-2017","%","135","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20162018","2016-2018","%","135","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","137","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20152017","2015-2017","%","42","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20162018","2016-2018","%","43","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20172019","2017-2019","%","43","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","101.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","101.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","101","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","48","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","48.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","48.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2016","2016","km","2.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","2.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","km","2.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2016","2016","I$","11580.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","12509.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","13231.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20152017","2015-2017","%","29","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","26","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20172019","2017-2019","%","25","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","051","Arménie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.66","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.62","X","Ciffre de sources internationales",""
